x,y,label,type,respID,qID,altID,obsID
0,0.8333333333333333,Uber/Lyft,Vehicle,1573,4,1,9436
0,1,End,Node,1573,4,1,9436
0,0,Start (10 min wait),Node,1573,4,2,9436
0,0.125,Walk (5 min),Walk,1573,4,2,9436
0,0.25,Bus,Vehicle,1573,4,2,9436
0,0.5,Transfer (10 min wait),Node,1573,4,2,9436
0,0.75,Bus,Vehicle,1573,4,2,9436
0,1,End,Node,1573,4,2,9436
0,0,Start,Node,1573,4,3,9436
0,0.15,Walk (10 min),Walk,1573,4,3,9436
0,0.5,Car,Vehicle,1573,4,3,9436
0,0.85,Walk (10 min),Walk,1573,4,3,9436
0,1,End,Node,1573,4,3,9436
0,0,Start (10 min wait),Node,1573,5,1,9437
0,0.5,Taxi,Vehicle,1573,5,1,9437
0,1,End,Node,1573,5,1,9437
0,0,Start,Node,1573,5,2,9437
0,0.15,Walk (5 min),Walk,1573,5,2,9437
0,0.5,Car,Vehicle,1573,5,2,9437
0,1,End,Node,1573,5,2,9437
0,0,Start (5 min wait),Node,1573,5,3,9437
0,0.15,Walk (5 min),Walk,1573,5,3,9437
0,0.5,Taxi,Vehicle,1573,5,3,9437
0,1,End,Node,1573,5,3,9437
0,0,Start (5 min wait),Node,1573,6,1,9438
0,0.16666666666666666,Uber/Lyft,Vehicle,1573,6,1,9438
0,0.3333333333333333,Transfer (10 min wait),Node,1573,6,1,9438
0,0.5,Bus,Vehicle,1573,6,1,9438
0,0.6666666666666666,Transfer (5 min wait),Node,1573,6,1,9438
0,0.8333333333333333,Uber/Lyft,Vehicle,1573,6,1,9438
0,1,End,Node,1573,6,1,9438
0,0,Start,Node,1573,6,2,9438
0,0.08333333333333333,Walk (5 min),Walk,1573,6,2,9438
0,0.16666666666666666,Car,Vehicle,1573,6,2,9438
0,0.3333333333333333,Transfer (5 min wait),Node,1573,6,2,9438
0,0.5,Bus,Vehicle,1573,6,2,9438
0,0.6666666666666666,Transfer (10 min wait),Node,1573,6,2,9438
0,0.8333333333333333,Uber/Lyft,Vehicle,1573,6,2,9438
0,1,End,Node,1573,6,2,9438
0,0,Start (10 min wait),Node,1573,6,3,9438
0,0.15,Walk (5 min),Walk,1573,6,3,9438
0,0.5,Uber/Lyft,Vehicle,1573,6,3,9438
0,0.85,Walk (5 min),Walk,1573,6,3,9438
0,1,End,Node,1573,6,3,9438
